taxon_id,speciesname,type_intensity,threat
1911093,Coenonympha_oedippus,Pasture_high,9
1911093,Coenonympha_oedippus,Pasture_low,4
1911168,Coenonympha_hero,Pasture_high,11
1911168,Coenonympha_hero,Pasture_low,4
1911168,Coenonympha_hero,WoodlandForest_multi,4
1911168,Coenonympha_hero,WoodlandForest_primary,0
1911168,Coenonympha_hero,WoodlandForest_prod,6
1911812,Fabriciana_elisa,Pasture_high,1
1911812,Fabriciana_elisa,Pasture_low,0
1916347,Melanargia_arge,Pasture_high,1
1916347,Melanargia_arge,Pasture_low,0
1929270,Lycaena_dispar,Cropland_high,24
1929270,Lycaena_dispar,Cropland_low,8
1929270,Lycaena_dispar,Cropland_med,15
1929270,Lycaena_dispar,Pasture_high,14
1929270,Lycaena_dispar,Pasture_low,6
1929270,Lycaena_dispar,WoodlandForest_multi,3
1929270,Lycaena_dispar,WoodlandForest_primary,0
1929270,Lycaena_dispar,WoodlandForest_prod,4
1938050,Papilio_hospiton,Pasture_high,3
1938050,Papilio_hospiton,Pasture_low,1
1938131,Papilio_alexanor,Pasture_high,2
1938131,Papilio_alexanor,Pasture_low,0
1938520,Parnassius_mnemosyne,Pasture_high,14
1938520,Parnassius_mnemosyne,Pasture_low,5
1938520,Parnassius_mnemosyne,WoodlandForest_multi,7
1938520,Parnassius_mnemosyne,WoodlandForest_primary,0
1938520,Parnassius_mnemosyne,WoodlandForest_prod,12
1938810,Parnassius_apollo,Pasture_high,7
1938810,Parnassius_apollo,Pasture_low,2
1938810,Parnassius_apollo,WoodlandForest_multi,1
1938810,Parnassius_apollo,WoodlandForest_primary,0
1938810,Parnassius_apollo,WoodlandForest_prod,1
1956627,Erannis_ankeraria,WoodlandForest_multi,7
1956627,Erannis_ankeraria,WoodlandForest_primary,0
1956627,Erannis_ankeraria,WoodlandForest_prod,11
1963232,Lignyoptera_fumidaria,Cropland_high,8
1963232,Lignyoptera_fumidaria,Cropland_low,2
1963232,Lignyoptera_fumidaria,Cropland_med,5
1963232,Lignyoptera_fumidaria,Pasture_high,6
1963232,Lignyoptera_fumidaria,Pasture_low,2
1979513,Chondrosoma_fiduciarium,Cropland_high,13
1979513,Chondrosoma_fiduciarium,Cropland_low,4
1979513,Chondrosoma_fiduciarium,Cropland_med,8
1979513,Chondrosoma_fiduciarium,Pasture_high,1
1979513,Chondrosoma_fiduciarium,Pasture_low,0
1985561,Phyllometra_culminaria,Pasture_high,1
1985561,Phyllometra_culminaria,Pasture_low,0
2127372,Anthrenochernes_stellae,WoodlandForest_multi,4
2127372,Anthrenochernes_stellae,WoodlandForest_primary,0
2127372,Anthrenochernes_stellae,WoodlandForest_prod,6
2294287,Helix_pomatia,Cropland_high,19
2294287,Helix_pomatia,Cropland_low,7
2294287,Helix_pomatia,Cropland_med,12
2294287,Helix_pomatia,Pasture_high,14
2294287,Helix_pomatia,Pasture_low,6
2294287,Helix_pomatia,WoodlandForest_multi,4
2294287,Helix_pomatia,WoodlandForest_primary,0
2294287,Helix_pomatia,WoodlandForest_prod,5
2423435,Bombina_variegata,Cropland_high,22
2423435,Bombina_variegata,Cropland_low,6
2423435,Bombina_variegata,Cropland_med,14
2423435,Bombina_variegata,Pasture_high,11
2423435,Bombina_variegata,Pasture_low,4
2423435,Bombina_variegata,WoodlandForest_multi,8
2423435,Bombina_variegata,WoodlandForest_primary,0
2423435,Bombina_variegata,WoodlandForest_prod,12
2423443,Bombina_bombina,Pasture_high,10
2423443,Bombina_bombina,Pasture_low,4
2423443,Bombina_bombina,WoodlandForest_multi,4
2423443,Bombina_bombina,WoodlandForest_primary,0
2423443,Bombina_bombina,WoodlandForest_prod,7
2426610,Alytes_cisternasii,Cropland_high,6
2426610,Alytes_cisternasii,Cropland_low,2
2426610,Alytes_cisternasii,Cropland_med,4
2426612,Alytes_obstetricans,Cropland_high,18
2426612,Alytes_obstetricans,Cropland_low,5
2426612,Alytes_obstetricans,Cropland_med,11
2426612,Alytes_obstetricans,WoodlandForest_multi,0
2426612,Alytes_obstetricans,WoodlandForest_primary,0
2426612,Alytes_obstetricans,WoodlandForest_prod,1
2426613,Alytes_dickhilleni,WoodlandForest_multi,1
2426613,Alytes_dickhilleni,WoodlandForest_primary,0
2426613,Alytes_dickhilleni,WoodlandForest_prod,1
2426616,Discoglossus_galganoi,Pasture_high,4
2426616,Discoglossus_galganoi,Pasture_low,1
2426760,Rana_dalmatina,Cropland_high,28
2426760,Rana_dalmatina,Cropland_low,8
2426760,Rana_dalmatina,Cropland_med,17
2426760,Rana_dalmatina,Pasture_high,14
2426760,Rana_dalmatina,Pasture_low,6
2426760,Rana_dalmatina,WoodlandForest_multi,6
2426760,Rana_dalmatina,WoodlandForest_primary,0
2426760,Rana_dalmatina,WoodlandForest_prod,11
2426788,Rana_latastei,Cropland_high,7
2426788,Rana_latastei,Cropland_low,2
2426788,Rana_latastei,Cropland_med,4
2426788,Rana_latastei,Pasture_high,3
2426788,Rana_latastei,Pasture_low,1
2426788,Rana_latastei,WoodlandForest_multi,3
2426788,Rana_latastei,WoodlandForest_primary,0
2426788,Rana_latastei,WoodlandForest_prod,3
2426789,Rana_arvalis,Cropland_high,24
2426789,Rana_arvalis,Cropland_low,7
2426789,Rana_arvalis,Cropland_med,15
2426789,Rana_arvalis,Pasture_high,10
2426789,Rana_arvalis,Pasture_low,4
2426789,Rana_arvalis,WoodlandForest_multi,6
2426789,Rana_arvalis,WoodlandForest_primary,0
2426789,Rana_arvalis,WoodlandForest_prod,9
2426793,Rana_pyrenaica,WoodlandForest_multi,1
2426793,Rana_pyrenaica,WoodlandForest_primary,0
2426793,Rana_pyrenaica,WoodlandForest_prod,0
2426795,Rana_graeca,Pasture_high,1
2426795,Rana_graeca,Pasture_low,1
2426795,Rana_graeca,WoodlandForest_multi,1
2426795,Rana_graeca,WoodlandForest_primary,0
2426795,Rana_graeca,WoodlandForest_prod,1
2426805,Rana_temporaria,Cropland_high,29
2426805,Rana_temporaria,Cropland_low,8
2426805,Rana_temporaria,Cropland_med,18
2426805,Rana_temporaria,Pasture_high,19
2426805,Rana_temporaria,Pasture_low,8
2426805,Rana_temporaria,WoodlandForest_multi,7
2426805,Rana_temporaria,WoodlandForest_primary,0
2426805,Rana_temporaria,WoodlandForest_prod,12
2427555,Hyla_meridionalis,Cropland_high,20
2427555,Hyla_meridionalis,Cropland_low,4
2427555,Hyla_meridionalis,Cropland_med,13
2427555,Hyla_meridionalis,WoodlandForest_multi,3
2427555,Hyla_meridionalis,WoodlandForest_primary,0
2427555,Hyla_meridionalis,WoodlandForest_prod,3
2427573,Hyla_arborea,Cropland_high,31
2427573,Hyla_arborea,Cropland_low,8
2427573,Hyla_arborea,Cropland_med,19
2427573,Hyla_arborea,Pasture_high,12
2427573,Hyla_arborea,Pasture_low,4
2427573,Hyla_arborea,WoodlandForest_multi,2
2427573,Hyla_arborea,WoodlandForest_primary,0
2427573,Hyla_arborea,WoodlandForest_prod,3
2430565,Pelobates_cultripes,Pasture_high,4
2430565,Pelobates_cultripes,Pasture_low,1
2430565,Pelobates_cultripes,WoodlandForest_multi,1
2430565,Pelobates_cultripes,WoodlandForest_primary,0
2430565,Pelobates_cultripes,WoodlandForest_prod,1
2430566,Pelobates_syriacus,Pasture_high,1
2430566,Pelobates_syriacus,Pasture_low,0
2430567,Pelobates_fuscus,Cropland_high,35
2430567,Pelobates_fuscus,Cropland_low,10
2430567,Pelobates_fuscus,Cropland_med,22
2430567,Pelobates_fuscus,Pasture_high,7
2430567,Pelobates_fuscus,Pasture_low,1
2431780,Salamandra_lanzai,Pasture_high,3
2431780,Salamandra_lanzai,Pasture_low,1
2431781,Salamandra_atra,Pasture_high,3
2431781,Salamandra_atra,Pasture_low,1
2431781,Salamandra_atra,WoodlandForest_multi,5
2431781,Salamandra_atra,WoodlandForest_primary,0
2431781,Salamandra_atra,WoodlandForest_prod,9
2431829,Lyciasalamandra_helverseni,Pasture_high,2
2431829,Lyciasalamandra_helverseni,Pasture_low,1
2431852,Salamandrina_terdigitata,Pasture_high,1
2431852,Salamandrina_terdigitata,Pasture_low,0
2431852,Salamandrina_terdigitata,WoodlandForest_multi,1
2431852,Salamandrina_terdigitata,WoodlandForest_primary,0
2431852,Salamandrina_terdigitata,WoodlandForest_prod,1
2431885,Triturus_cristatus,Pasture_high,10
2431885,Triturus_cristatus,Pasture_low,3
2431885,Triturus_cristatus,WoodlandForest_multi,4
2431885,Triturus_cristatus,WoodlandForest_primary,0
2431885,Triturus_cristatus,WoodlandForest_prod,8
2431886,Triturus_marmoratus,Cropland_high,15
2431886,Triturus_marmoratus,Cropland_low,4
2431886,Triturus_marmoratus,Cropland_med,9
2431886,Triturus_marmoratus,Pasture_high,3
2431886,Triturus_marmoratus,Pasture_low,0
2431887,Triturus_carnifex,Cropland_high,11
2431887,Triturus_carnifex,Cropland_low,3
2431887,Triturus_carnifex,Cropland_med,7
2431887,Triturus_carnifex,WoodlandForest_multi,2
2431887,Triturus_carnifex,WoodlandForest_primary,0
2431887,Triturus_carnifex,WoodlandForest_prod,3
2431890,Triturus_karelinii,Pasture_high,1
2431890,Triturus_karelinii,Pasture_low,0
2431891,Triturus_dobrogicus,Cropland_high,17
2431891,Triturus_dobrogicus,Cropland_low,5
2431891,Triturus_dobrogicus,Cropland_med,11
2431891,Triturus_dobrogicus,Pasture_high,8
2431891,Triturus_dobrogicus,Pasture_low,3
2431891,Triturus_dobrogicus,WoodlandForest_multi,4
2431891,Triturus_dobrogicus,WoodlandForest_primary,0
2431891,Triturus_dobrogicus,WoodlandForest_prod,7
2431938,Chioglossa_lusitanica,Pasture_high,3
2431938,Chioglossa_lusitanica,Pasture_low,1
2431938,Chioglossa_lusitanica,WoodlandForest_multi,2
2431938,Chioglossa_lusitanica,WoodlandForest_primary,0
2431938,Chioglossa_lusitanica,WoodlandForest_prod,2
2432359,Eptesicus_serotinus,Cropland_high,18
2432359,Eptesicus_serotinus,Cropland_low,6
2432359,Eptesicus_serotinus,Cropland_med,12
2432359,Eptesicus_serotinus,Pasture_high,14
2432359,Eptesicus_serotinus,Pasture_low,6
2432359,Eptesicus_serotinus,WoodlandForest_multi,8
2432359,Eptesicus_serotinus,WoodlandForest_primary,0
2432359,Eptesicus_serotinus,WoodlandForest_prod,10
2432389,Myotis_nattereri,Cropland_high,21
2432389,Myotis_nattereri,Cropland_low,7
2432389,Myotis_nattereri,Cropland_med,14
2432389,Myotis_nattereri,Pasture_high,14
2432389,Myotis_nattereri,Pasture_low,6
2432389,Myotis_nattereri,WoodlandForest_multi,11
2432389,Myotis_nattereri,WoodlandForest_primary,0
2432389,Myotis_nattereri,WoodlandForest_prod,15
2432414,Myotis_blythii,Cropland_high,23
2432414,Myotis_blythii,Cropland_low,8
2432414,Myotis_blythii,Cropland_med,15
2432414,Myotis_blythii,Pasture_high,14
2432414,Myotis_blythii,Pasture_low,5
2432414,Myotis_blythii,WoodlandForest_multi,6
2432414,Myotis_blythii,WoodlandForest_primary,0
2432414,Myotis_blythii,WoodlandForest_prod,9
2432416,Myotis_myotis,Cropland_high,16
2432416,Myotis_myotis,Cropland_low,6
2432416,Myotis_myotis,Cropland_med,10
2432416,Myotis_myotis,Pasture_high,15
2432416,Myotis_myotis,Pasture_low,7
2432416,Myotis_myotis,WoodlandForest_multi,10
2432416,Myotis_myotis,WoodlandForest_primary,0
2432416,Myotis_myotis,WoodlandForest_prod,15
2432427,Myotis_bechsteinii,Pasture_high,15
2432427,Myotis_bechsteinii,Pasture_low,8
2432427,Myotis_bechsteinii,WoodlandForest_multi,15
2432427,Myotis_bechsteinii,WoodlandForest_primary,0
2432427,Myotis_bechsteinii,WoodlandForest_prod,22
2432430,Myotis_capaccinii,Pasture_high,6
2432430,Myotis_capaccinii,Pasture_low,2
2432430,Myotis_capaccinii,WoodlandForest_multi,5
2432430,Myotis_capaccinii,WoodlandForest_primary,0
2432430,Myotis_capaccinii,WoodlandForest_prod,6
2432439,Myotis_daubentonii,Cropland_high,20
2432439,Myotis_daubentonii,Cropland_low,7
2432439,Myotis_daubentonii,Cropland_med,13
2432439,Myotis_daubentonii,Pasture_high,13
2432439,Myotis_daubentonii,Pasture_low,5
2432439,Myotis_daubentonii,WoodlandForest_multi,12
2432439,Myotis_daubentonii,WoodlandForest_primary,0
2432439,Myotis_daubentonii,WoodlandForest_prod,17
2432452,Myotis_dasycneme,Pasture_high,7
2432452,Myotis_dasycneme,Pasture_low,3
2432452,Myotis_dasycneme,WoodlandForest_multi,7
2432452,Myotis_dasycneme,WoodlandForest_primary,0
2432452,Myotis_dasycneme,WoodlandForest_prod,11
2432470,Myotis_emarginatus,Cropland_high,17
2432470,Myotis_emarginatus,Cropland_low,5
2432470,Myotis_emarginatus,Cropland_med,11
2432470,Myotis_emarginatus,Pasture_high,15
2432470,Myotis_emarginatus,Pasture_low,6
2432470,Myotis_emarginatus,WoodlandForest_multi,10
2432470,Myotis_emarginatus,WoodlandForest_primary,0
2432470,Myotis_emarginatus,WoodlandForest_prod,13
2432564,Vespertilio_murinus,Cropland_high,14
2432564,Vespertilio_murinus,Cropland_low,5
2432564,Vespertilio_murinus,Cropland_med,9
2432564,Vespertilio_murinus,Pasture_high,11
2432564,Vespertilio_murinus,Pasture_low,4
2432564,Vespertilio_murinus,WoodlandForest_multi,8
2432564,Vespertilio_murinus,WoodlandForest_primary,0
2432564,Vespertilio_murinus,WoodlandForest_prod,11
2432582,Barbastella_barbastellus,Cropland_high,18
2432582,Barbastella_barbastellus,Cropland_low,6
2432582,Barbastella_barbastellus,Cropland_med,12
2432582,Barbastella_barbastellus,Pasture_high,16
2432582,Barbastella_barbastellus,Pasture_low,7
2432582,Barbastella_barbastellus,WoodlandForest_multi,15
2432582,Barbastella_barbastellus,WoodlandForest_primary,0
2432582,Barbastella_barbastellus,WoodlandForest_prod,21
2432614,Rhinolophus_hipposideros,Cropland_high,12
2432614,Rhinolophus_hipposideros,Cropland_low,4
2432614,Rhinolophus_hipposideros,Cropland_med,8
2432614,Rhinolophus_hipposideros,Pasture_high,9
2432614,Rhinolophus_hipposideros,Pasture_low,2
2432614,Rhinolophus_hipposideros,WoodlandForest_multi,8
2432614,Rhinolophus_hipposideros,WoodlandForest_primary,0
2432614,Rhinolophus_hipposideros,WoodlandForest_prod,12
2432621,Rhinolophus_euryale,Cropland_high,12
2432621,Rhinolophus_euryale,Cropland_low,4
2432621,Rhinolophus_euryale,Cropland_med,8
2432621,Rhinolophus_euryale,Pasture_high,8
2432621,Rhinolophus_euryale,Pasture_low,2
2432621,Rhinolophus_euryale,WoodlandForest_multi,6
2432621,Rhinolophus_euryale,WoodlandForest_primary,0
2432621,Rhinolophus_euryale,WoodlandForest_prod,7
2432655,Rhinolophus_ferrumequinum,Cropland_high,20
2432655,Rhinolophus_ferrumequinum,Cropland_low,7
2432655,Rhinolophus_ferrumequinum,Cropland_med,13
2432655,Rhinolophus_ferrumequinum,Pasture_high,14
2432655,Rhinolophus_ferrumequinum,Pasture_low,5
2432655,Rhinolophus_ferrumequinum,WoodlandForest_multi,9
2432655,Rhinolophus_ferrumequinum,WoodlandForest_primary,0
2432655,Rhinolophus_ferrumequinum,WoodlandForest_prod,13
2432666,Rhinolophus_blasii,WoodlandForest_multi,2
2432666,Rhinolophus_blasii,WoodlandForest_primary,0
2432666,Rhinolophus_blasii,WoodlandForest_prod,4
2432667,Rhinolophus_mehelyi,Cropland_high,10
2432667,Rhinolophus_mehelyi,Cropland_low,4
2432667,Rhinolophus_mehelyi,Cropland_med,6
2432667,Rhinolophus_mehelyi,Pasture_high,5
2432667,Rhinolophus_mehelyi,Pasture_low,1
2432667,Rhinolophus_mehelyi,WoodlandForest_multi,2
2432667,Rhinolophus_mehelyi,WoodlandForest_primary,0
2432667,Rhinolophus_mehelyi,WoodlandForest_prod,4
2433009,Tadarida_teniotis,Cropland_high,8
2433009,Tadarida_teniotis,Cropland_low,4
2433009,Tadarida_teniotis,Cropland_med,5
2433009,Tadarida_teniotis,Pasture_high,3
2433009,Tadarida_teniotis,Pasture_low,1
2433009,Tadarida_teniotis,WoodlandForest_multi,2
2433009,Tadarida_teniotis,WoodlandForest_primary,0
2433009,Tadarida_teniotis,WoodlandForest_prod,3
2433433,Ursus_arctos,Pasture_high,5
2433433,Ursus_arctos,Pasture_low,3
2433433,Ursus_arctos,WoodlandForest_multi,7
2433433,Ursus_arctos,WoodlandForest_primary,0
2433433,Ursus_arctos,WoodlandForest_prod,12
2433709,Vormela_peregusna,Cropland_high,10
2433709,Vormela_peregusna,Cropland_low,2
2433709,Vormela_peregusna,Cropland_med,6
2433709,Vormela_peregusna,Pasture_high,6
2433709,Vormela_peregusna,Pasture_low,1
2433753,Lutra_lutra,Cropland_high,20
2433753,Lutra_lutra,Cropland_low,9
2433753,Lutra_lutra,Cropland_med,13
2433753,Lutra_lutra,Pasture_high,9
2433753,Lutra_lutra,Pasture_low,5
2433753,Lutra_lutra,WoodlandForest_multi,4
2433753,Lutra_lutra,WoodlandForest_primary,0
2433753,Lutra_lutra,WoodlandForest_prod,7
2435240,Lynx_lynx,Pasture_high,7
2435240,Lynx_lynx,Pasture_low,3
2435240,Lynx_lynx,WoodlandForest_multi,6
2435240,Lynx_lynx,WoodlandForest_primary,0
2435240,Lynx_lynx,WoodlandForest_prod,9
2435261,Lynx_pardinus,Pasture_high,3
2435261,Lynx_pardinus,Pasture_low,0
2435261,Lynx_pardinus,WoodlandForest_multi,1
2435261,Lynx_pardinus,WoodlandForest_primary,0
2435261,Lynx_pardinus,WoodlandForest_prod,2
2435553,Crocidura_sicula,Cropland_high,4
2435553,Crocidura_sicula,Cropland_low,1
2435553,Crocidura_sicula,Cropland_med,2
2435553,Crocidura_sicula,Pasture_high,1
2435553,Crocidura_sicula,Pasture_low,0
2436756,Lepus_timidus,Cropland_high,7
2436756,Lepus_timidus,Cropland_low,1
2436756,Lepus_timidus,Cropland_med,5
2436756,Lepus_timidus,Pasture_high,10
2436756,Lepus_timidus,Pasture_low,4
2436756,Lepus_timidus,WoodlandForest_multi,2
2436756,Lepus_timidus,WoodlandForest_primary,0
2436756,Lepus_timidus,WoodlandForest_prod,4
2437136,Erinaceus_algirus,Cropland_high,7
2437136,Erinaceus_algirus,Cropland_low,2
2437136,Erinaceus_algirus,Cropland_med,4
2437258,Pteromys_volans,WoodlandForest_multi,0
2437258,Pteromys_volans,WoodlandForest_primary,0
2437258,Pteromys_volans,WoodlandForest_prod,2
2437304,Spermophilus_citellus,Cropland_high,16
2437304,Spermophilus_citellus,Cropland_low,3
2437304,Spermophilus_citellus,Cropland_med,10
2437304,Spermophilus_citellus,Pasture_high,11
2437304,Spermophilus_citellus,Pasture_low,4
2437323,Spermophilus_suslicus,Cropland_high,3
2437323,Spermophilus_suslicus,Cropland_low,1
2437323,Spermophilus_suslicus,Cropland_med,2
2437323,Spermophilus_suslicus,Pasture_high,3
2437323,Spermophilus_suslicus,Pasture_low,1
2438483,Mesocricetus_newtoni,Cropland_high,16
2438483,Mesocricetus_newtoni,Cropland_low,4
2438483,Mesocricetus_newtoni,Cropland_med,9
2438483,Mesocricetus_newtoni,Pasture_high,5
2438483,Mesocricetus_newtoni,Pasture_low,1
2438637,Microtus_tatricus,Pasture_high,5
2438637,Microtus_tatricus,Pasture_low,3
2438637,Microtus_tatricus,WoodlandForest_multi,2
2438637,Microtus_tatricus,WoodlandForest_primary,0
2438637,Microtus_tatricus,WoodlandForest_prod,3
2438668,Microtus_cabrerae,Pasture_high,8
2438668,Microtus_cabrerae,Pasture_low,2
2438704,Cricetus_cricetus,Cropland_high,27
2438704,Cricetus_cricetus,Cropland_low,7
2438704,Cricetus_cricetus,Cropland_med,16
2438704,Cricetus_cricetus,Pasture_high,10
2438704,Cricetus_cricetus,Pasture_low,3
2439439,Sicista_subtilis,Cropland_high,9
2439439,Sicista_subtilis,Cropland_low,1
2439439,Sicista_subtilis,Cropland_med,6
2439439,Sicista_subtilis,Pasture_high,10
2439439,Sicista_subtilis,Pasture_low,3
2439449,Sicista_betulina,Pasture_high,14
2439449,Sicista_betulina,Pasture_low,7
2439449,Sicista_betulina,WoodlandForest_multi,9
2439449,Sicista_betulina,WoodlandForest_primary,0
2439449,Sicista_betulina,WoodlandForest_prod,12
2439658,Muscardinus_avellanarius,Cropland_high,12
2439658,Muscardinus_avellanarius,Cropland_low,2
2439658,Muscardinus_avellanarius,Cropland_med,8
2439658,Muscardinus_avellanarius,WoodlandForest_multi,13
2439658,Muscardinus_avellanarius,WoodlandForest_primary,0
2439658,Muscardinus_avellanarius,WoodlandForest_prod,20
2439663,Myomimus_roachi,Cropland_high,8
2439663,Myomimus_roachi,Cropland_low,2
2439663,Myomimus_roachi,Cropland_med,5
2439663,Myomimus_roachi,Pasture_high,4
2439663,Myomimus_roachi,Pasture_low,1
2439688,Dryomys_nitedula,Cropland_high,5
2439688,Dryomys_nitedula,Cropland_low,1
2439688,Dryomys_nitedula,Cropland_med,4
2439688,Dryomys_nitedula,Pasture_high,11
2439688,Dryomys_nitedula,Pasture_low,6
2439688,Dryomys_nitedula,WoodlandForest_multi,10
2439688,Dryomys_nitedula,WoodlandForest_primary,0
2439688,Dryomys_nitedula,WoodlandForest_prod,16
2441054,Capra_pyrenaica,Cropland_high,8
2441054,Capra_pyrenaica,Cropland_low,3
2441054,Capra_pyrenaica,Cropland_med,5
2441054,Capra_pyrenaica,Pasture_high,5
2441054,Capra_pyrenaica,Pasture_low,2
2441054,Capra_pyrenaica,WoodlandForest_multi,1
2441054,Capra_pyrenaica,WoodlandForest_primary,0
2441054,Capra_pyrenaica,WoodlandForest_prod,1
2441055,Capra_ibex,Pasture_high,5
2441055,Capra_ibex,Pasture_low,2
2441184,Bison_bonasus,Pasture_high,4
2441184,Bison_bonasus,Pasture_low,2
2441184,Bison_bonasus,WoodlandForest_multi,1
